cv_id,job_id,score_cosine
CV_0229,JOB_0004,0.8515409231185913
CV_0229,JOB_0004,0.8515409231185913
CV_0197,JOB_0076,0.8431323766708374
CV_0198,JOB_0004,0.8417447805404663
CV_0229,JOB_0076,0.8413962125778198
CV_0049,JOB_0088,0.8404287099838257
CV_0229,JOB_0088,0.8394337296485901
CV_0246,JOB_0004,0.8363362550735474
CV_0246,JOB_0004,0.8363362550735474
CV_0294,JOB_0004,0.8361333608627319
CV_0294,JOB_0063,0.8353501558303833
CV_0185,JOB_0065,0.834542989730835
CV_0166,JOB_0076,0.832790732383728
CV_0292,JOB_0065,0.8309915065765381
CV_0153,JOB_0004,0.8307028412818909
CV_0153,JOB_0004,0.8307028412818909
CV_0248,JOB_0076,0.8304633498191833
CV_0248,JOB_0076,0.8304633498191833
CV_0294,JOB_0076,0.8294374942779541
CV_0294,JOB_0076,0.8294374942779541
CV_0246,JOB_0063,0.8289523124694824
CV_0246,JOB_0063,0.8289523124694824
CV_0153,JOB_0076,0.828935444355011
CV_0153,JOB_0076,0.828935444355011
CV_0107,JOB_0000,0.8270969986915588
CV_0221,JOB_0088,0.8256924748420715
CV_0248,JOB_0065,0.8255304098129272
CV_0248,JOB_0065,0.8255304098129272
CV_0294,JOB_0088,0.8236203193664551
CV_0282,JOB_0004,0.8234455585479736
CV_0282,JOB_0004,0.8234455585479736
CV_0229,JOB_0016,0.8230700492858887
CV_0229,JOB_0016,0.8230700492858887
CV_0185,JOB_0004,0.8228963017463684
CV_0105,JOB_0063,0.8227332830429077
CV_0292,JOB_0076,0.8226739168167114
CV_0120,JOB_0088,0.8224921226501465
CV_0246,JOB_0076,0.8214614391326904
CV_0153,JOB_0063,0.818713903427124
CV_0153,JOB_0063,0.818713903427124
CV_0063,JOB_0004,0.8183139562606812
CV_0185,JOB_0051,0.8177081346511841
CV_0185,JOB_0051,0.8177081346511841
CV_0107,JOB_0088,0.8175971508026123
CV_0107,JOB_0088,0.8175971508026123
CV_0244,JOB_0076,0.8165775537490845
CV_0185,JOB_0088,0.815779447555542
CV_0185,JOB_0088,0.815779447555542
CV_0171,JOB_0076,0.815757155418396
CV_0221,JOB_0012,0.8155275583267212
CV_0282,JOB_0088,0.8150955438613892
CV_0221,JOB_0002,0.8132312893867493
CV_0294,JOB_0016,0.8132240176200867
CV_0294,JOB_0016,0.8132240176200867
CV_0105,JOB_0088,0.8130429983139038
CV_0105,JOB_0088,0.8130429983139038
CV_0294,JOB_0024,0.8128024339675903
CV_0244,JOB_0088,0.812782883644104
CV_0063,JOB_0076,0.8125172853469849
CV_0063,JOB_0063,0.8121803998947144
CV_0063,JOB_0063,0.8121803998947144
CV_0120,JOB_0065,0.8119680881500244
CV_0171,JOB_0004,0.8117899298667908
CV_0036,JOB_0019,0.8116023540496826
CV_0282,JOB_0002,0.8113634586334229
CV_0294,JOB_0026,0.8113031387329102
CV_0049,JOB_0024,0.8109016418457031
CV_0049,JOB_0024,0.8109016418457031
CV_0247,JOB_0063,0.8107751607894897
CV_0247,JOB_0063,0.8107751607894897
CV_0175,JOB_0002,0.8107091784477234
CV_0221,JOB_0065,0.8106710910797119
CV_0063,JOB_0002,0.8105037212371826
CV_0247,JOB_0088,0.8104844093322754
CV_0247,JOB_0088,0.8104844093322754
CV_0247,JOB_0088,0.8104844093322754
CV_0294,JOB_0000,0.8104720115661621
CV_0294,JOB_0000,0.8104720115661621
CV_0294,JOB_0000,0.8104720115661621
CV_0063,JOB_0051,0.8104028105735779
CV_0063,JOB_0051,0.8104028105735779
CV_0221,JOB_0076,0.8097508549690247
CV_0221,JOB_0076,0.8097508549690247
CV_0036,JOB_0074,0.8096020221710205
CV_0054,JOB_0012,0.8091078400611877
CV_0054,JOB_0063,0.8085606694221497
CV_0054,JOB_0063,0.8085606694221497
CV_0171,JOB_0002,0.8082258701324463
CV_0171,JOB_0002,0.8082258701324463
CV_0292,JOB_0016,0.8081480264663696
CV_0292,JOB_0016,0.8081480264663696
CV_0292,JOB_0047,0.8079438209533691
CV_0292,JOB_0047,0.8079438209533691
CV_0292,JOB_0047,0.8079438209533691
CV_0129,JOB_0063,0.8074339628219604
CV_0175,JOB_0063,0.8073435425758362
CV_0120,JOB_0051,0.8064834475517273
CV_0120,JOB_0051,0.8064834475517273
CV_0282,JOB_0065,0.8063309788703918
CV_0175,JOB_0089,0.8061224222183228
CV_0282,JOB_0089,0.8055371046066284
CV_0171,JOB_0089,0.8053315877914429
CV_0129,JOB_0089,0.8052334785461426
CV_0292,JOB_0024,0.8051708340644836
CV_0229,JOB_0000,0.8049150109291077
CV_0229,JOB_0000,0.8049150109291077
CV_0229,JOB_0000,0.8049150109291077
CV_0049,JOB_0016,0.8048877716064453
CV_0292,JOB_0026,0.8033931255340576
CV_0115,JOB_0021,0.8031539916992188
CV_0182,JOB_0074,0.8028357028961182
CV_0003,JOB_0019,0.8027909994125366
CV_0244,JOB_0065,0.8026926517486572
CV_0175,JOB_0051,0.8025068044662476
CV_0273,JOB_0019,0.8023664951324463
CV_0273,JOB_0074,0.8023062348365784
CV_0120,JOB_0012,0.802238941192627
CV_0120,JOB_0012,0.802238941192627
CV_0244,JOB_0089,0.8015038967132568
CV_0153,JOB_0047,0.8010817766189575
CV_0153,JOB_0055,0.8009986877441406
CV_0153,JOB_0055,0.8009986877441406
CV_0166,JOB_0051,0.8008993864059448
CV_0166,JOB_0051,0.8008993864059448
CV_0107,JOB_0047,0.8008554577827454
CV_0182,JOB_0019,0.8007431030273438
CV_0182,JOB_0019,0.8007431030273438
CV_0182,JOB_0019,0.8007431030273438
CV_0171,JOB_0063,0.8005486726760864
CV_0049,JOB_0026,0.8003456592559814
CV_0049,JOB_0026,0.8003456592559814
CV_0241,JOB_0074,0.8002771735191345
CV_0063,JOB_0000,0.800216555595398
CV_0247,JOB_0089,0.7990991473197937
CV_0049,JOB_0047,0.7989585399627686
CV_0049,JOB_0047,0.7989585399627686
CV_0185,JOB_0026,0.7988039255142212
CV_0294,JOB_0055,0.7984572649002075
CV_0244,JOB_0051,0.7971822023391724
CV_0054,JOB_0016,0.7961968183517456
CV_0282,JOB_0016,0.794826865196228
CV_0175,JOB_0016,0.7948065996170044
CV_0175,JOB_0016,0.7948065996170044
CV_0185,JOB_0000,0.7945648431777954
CV_0221,JOB_0063,0.7944929003715515
CV_0221,JOB_0063,0.7944929003715515
CV_0197,JOB_0016,0.794268012046814
CV_0248,JOB_0000,0.7941884994506836
CV_0248,JOB_0000,0.7941884994506836
CV_0248,JOB_0000,0.7941884994506836
CV_0166,JOB_0047,0.7938210964202881
CV_0166,JOB_0047,0.7938210964202881
CV_0198,JOB_0016,0.7936033010482788
CV_0198,JOB_0016,0.7936033010482788
CV_0272,JOB_0068,0.7935053706169128
CV_0120,JOB_0089,0.7934892177581787
CV_0153,JOB_0001,0.7933225631713867
CV_0153,JOB_0001,0.7933225631713867
CV_0129,JOB_0000,0.7929955720901489
CV_0079,JOB_0068,0.7924031019210815
CV_0129,JOB_0024,0.7923743724822998
CV_0036,JOB_0039,0.7913520336151123
CV_0121,JOB_0021,0.7911966443061829
CV_0049,JOB_0000,0.7906697392463684
CV_0244,JOB_0016,0.7906184792518616
CV_0247,JOB_0016,0.7904696464538574
CV_0129,JOB_0016,0.7903801202774048
CV_0129,JOB_0016,0.7903801202774048
CV_0115,JOB_0007,0.7899258136749268
CV_0247,JOB_0000,0.7889477610588074
CV_0120,JOB_0055,0.7885822057723999
CV_0120,JOB_0055,0.7885822057723999
CV_0120,JOB_0055,0.7885822057723999
CV_0198,JOB_0024,0.788417398929596
CV_0198,JOB_0024,0.788417398929596
CV_0198,JOB_0024,0.788417398929596
CV_0136,JOB_0059,0.7880126237869263
CV_0120,JOB_0024,0.7879257202148438
CV_0161,JOB_0019,0.7878066897392273
CV_0072,JOB_0032,0.7870569229125977
CV_0229,JOB_0002,0.7865002155303955
CV_0229,JOB_0002,0.7865002155303955
CV_0221,JOB_0000,0.7863560318946838
CV_0054,JOB_0000,0.7861782908439636
CV_0054,JOB_0000,0.7861782908439636
CV_0054,JOB_0000,0.7861782908439636
CV_0054,JOB_0000,0.7861782908439636
CV_0063,JOB_0026,0.7855873703956604
CV_0182,JOB_0039,0.7853699326515198
CV_0063,JOB_0047,0.7853391170501709
CV_0063,JOB_0047,0.7853391170501709
CV_0175,JOB_0026,0.7851805686950684
CV_0102,JOB_0019,0.7843521237373352
CV_0161,JOB_0074,0.7840999960899353
CV_0282,JOB_0024,0.7840777635574341
CV_0059,JOB_0073,0.7836819291114807
CV_0231,JOB_0019,0.7835481762886047
CV_0231,JOB_0019,0.7835481762886047
CV_0274,JOB_0068,0.7834873199462891
CV_0274,JOB_0068,0.7834873199462891
CV_0274,JOB_0068,0.7834873199462891
CV_0120,JOB_0047,0.7828587293624878
CV_0120,JOB_0047,0.7828587293624878
CV_0196,JOB_0066,0.7826049327850342
CV_0196,JOB_0066,0.7826049327850342
CV_0193,JOB_0032,0.7825796604156494
CV_0246,JOB_0051,0.7825105786323547
CV_0161,JOB_0039,0.78208988904953
CV_0161,JOB_0039,0.78208988904953
CV_0244,JOB_0024,0.7819669246673584
CV_0120,JOB_0000,0.7818629741668701
CV_0072,JOB_0031,0.7816274166107178
CV_0129,JOB_0001,0.7810482978820801
CV_0137,JOB_0019,0.7809954881668091
CV_0055,JOB_0021,0.7808996438980103
CV_0129,JOB_0047,0.7808606624603271
CV_0175,JOB_0047,0.7804563045501709
CV_0047,JOB_0082,0.7800964713096619
CV_0294,JOB_0012,0.7800860404968262
CV_0294,JOB_0012,0.7800860404968262
CV_0002,JOB_0071,0.7799847722053528
CV_0049,JOB_0012,0.7799434661865234
CV_0170,JOB_0066,0.7798557877540588
CV_0111,JOB_0007,0.7796783447265625
CV_0111,JOB_0007,0.7796783447265625
CV_0164,JOB_0082,0.7795456051826477
CV_0190,JOB_0082,0.7793807983398438
CV_0112,JOB_0085,0.7791756987571716
CV_0112,JOB_0085,0.7791756987571716
CV_0140,JOB_0073,0.7784264087677002
CV_0244,JOB_0026,0.7782255411148071
CV_0292,JOB_0055,0.7781846523284912
CV_0117,JOB_0062,0.7780184745788574
CV_0228,JOB_0034,0.7779580354690552
CV_0002,JOB_0073,0.777904212474823
CV_0288,JOB_0039,0.7777212858200073
CV_0054,JOB_0055,0.7772752046585083
CV_0054,JOB_0055,0.7772752046585083
CV_0106,JOB_0032,0.7769354581832886
CV_0106,JOB_0032,0.7769354581832886
CV_0106,JOB_0032,0.7769354581832886
CV_0117,JOB_0073,0.7768317461013794
CV_0117,JOB_0073,0.7768317461013794
CV_0185,JOB_0012,0.7763517498970032
CV_0185,JOB_0012,0.7763517498970032
CV_0288,JOB_0074,0.7763516902923584
CV_0157,JOB_0056,0.7759782075881958
CV_0157,JOB_0056,0.7759782075881958
CV_0249,JOB_0066,0.7758346199989319
CV_0255,JOB_0066,0.775825023651123
CV_0160,JOB_0073,0.7754936218261719
CV_0249,JOB_0027,0.7754106521606445
CV_0070,JOB_0027,0.7750832438468933
CV_0136,JOB_0057,0.7748644351959229
CV_0136,JOB_0057,0.7748644351959229
CV_0210,JOB_0068,0.7744405269622803
CV_0102,JOB_0039,0.7744244337081909
CV_0078,JOB_0007,0.774256706237793
CV_0292,JOB_0089,0.7739614844322205
CV_0171,JOB_0047,0.772892951965332
CV_0107,JOB_0055,0.772661566734314
CV_0107,JOB_0055,0.772661566734314
CV_0159,JOB_0065,0.7725421786308289
CV_0185,JOB_0089,0.7724835872650146
CV_0049,JOB_0001,0.7722644209861755
CV_0197,JOB_0002,0.7722588777542114
CV_0034,JOB_0054,0.7720506191253662
CV_0187,JOB_0027,0.7718371152877808
CV_0187,JOB_0027,0.7718371152877808
CV_0244,JOB_0047,0.771830677986145
CV_0070,JOB_0066,0.7717632055282593
CV_0070,JOB_0066,0.7717632055282593
CV_0228,JOB_0010,0.7714550495147705
CV_0228,JOB_0010,0.7714550495147705
CV_0228,JOB_0010,0.7714550495147705
CV_0228,JOB_0010,0.7714550495147705
CV_0060,JOB_0050,0.7714051008224487
